bar_attire,bar_bestnights,bar_category,bar_dancing,bar_happy,bar_name,bar_nhood,bar_outdoor,bar_parking,bar_phone,bar_reservations,bar_tv,bar_wheelchair,creditCard,num_reviews,num_stars,price_range,6-number_stars,popl index,pop_index2,,,,,,,,,0
Casual,"Fri, Sat",American (New),No,Yes,The Wild Son,"Meatpacking District, West Village",No,Street,(212) 727-7900,Yes,No,Yes,Yes,334,4.5,$$,1.5,222.6666667,1503,,,,,,,,,
Casual,"Wed, Thu, Fri",Cocktail Bars,No,No,Pilot,Gowanus,Yes,"Garage, Street",(917) 810-8550,Yes,No,N/A,Yes,74,3.5,$$$,2.5,29.6,259,,,,,,,,,
Dressy,"Fri, Sat, Sun",American (New),No,No,Fine & Rare,Midtown East,No,N/A,(212) 725-3866,Yes,No,Yes,Yes,179,4,$$$,2,89.5,716,,,,,,,,,
Casual,N/A,American (New),N/A,N/A,The Fitz,Midtown East,No,"Valet, Street",(212) 784-2641,Yes,Yes,N/A,Yes,20,3.5,$$,2.5,8,70,,,,,,,,,
Casual,"Wed, Fri, Sat",Bars,No,Yes,Excuse My French,Lower East Side,No,"Garage, Street",(212) 780-9600,Yes,No,No,Yes,220,4.5,$$,1.5,146.6666667,990,,,,,,,,,
Casual,"Fri, Sat, Sun",American (Traditional),No,Yes,Amity Hall Uptown,Manhattan Valley,Yes,"Street, Private Lot",(646) 930-2501,Yes,Yes,Yes,Yes,140,3.5,$$,2.5,56,490,,,,,,,,,
Casual,N/A,Caribbean,No,Yes,Kingston,Harlem,No,N/A,(646) 861-1082,Yes,Yes,Yes,Yes,92,4,$$,2,46,368,,,,,,,,,
N/A,N/A,Pubs,No,Yes,Biddy’s Pub,"Yorkville, Upper East Side",No,Street,(212) 534-4785,No,Yes,N/A,Yes,84,4,$,2,42,336,,,,,,,,,
Dressy,"Fri, Sat",Latin American,No,No,Fifty,West Village,No,Street,(212) 524-4104,Yes,No,Yes,Yes,124,4.5,$$$,1.5,82.66666667,558,,,,,,,,,
Casual,"Thu, Fri, Sat",Irish,No,Yes,The Keg Room,Midtown West,No,Street,(212) 643-1400,Yes,Yes,Yes,Yes,301,3.5,$$,2.5,120.4,1053.5,,,,,,,,,
Casual,N/A,Seafood,No,Yes,The Shadmoor,Midtown East,Yes,"Garage, Street",(212) 385-9195,Yes,Yes,Yes,Yes,161,4.5,$$,1.5,107.3333333,724.5,,,,,,,,,
Casual,"Thu, Fri, Sat",Mediterranean,No,No,Gato,NoHo,No,Street,(212) 334-6400,Yes,No,N/A,Yes,995,4,$$$,2,497.5,3980,,,,,,,,,
N/A,N/A,Lounges,No,No,Club Macanudo,Upper East Side,No,Street,(212) 752-8200,Yes,Yes,N/A,Yes,149,4,$$$,2,74.5,596,,,,,,,,,
N/A,"Wed, Fri, Sat",Pool Halls,No,Yes,Space Billiards,"Koreatown, Midtown West",No,Street,(212) 239-4166,Yes,Yes,Yes,Yes,167,4,$$,2,83.5,668,,,,,,,,,
Casual,"Mon, Fri, Sat",Bars,No,Yes,Belle Reve,TriBeCa,Yes,Street,(212) 680-0101,Yes,No,Yes,Yes,129,4,$$,2,64.5,516,,,,,,,,,
N/A,N/A,Dive Bars,Yes,N/A,Paris Blues,Harlem,Yes,Street,(917) 257-7831,Yes,Yes,N/A,Yes,92,3.5,$$,2.5,36.8,322,,,,,,,,,
Casual,"Thu, Fri, Sat",Bars,No,Yes,Cask Bar & Kitchen,"Murray Hill, Kips Bay, Midtown East",Yes,"Garage, Street",(212) 300-4924,Yes,Yes,No,Yes,1248,4,$$,2,624,4992,,,,,,,,,
N/A,"Tue, Fri, Sat",Pubs,N/A,N/A,Bailey’s Corner Pub,"Yorkville, Upper East Side",No,Street,(212) 650-1341,No,Yes,N/A,Yes,67,4,$,2,33.5,268,,,,,,,,,
N/A,N/A,Bars,N/A,Yes,M Bar,Midtown West,No,Street,(212) 277-8700,No,Yes,No,Yes,36,3.5,$$,2.5,14.4,126,,,,,,,,,
N/A,N/A,Japanese,N/A,N/A,Pado,East Village,N/A,N/A,(646) 476-6101,N/A,N/A,N/A,N/A,2,5,$$,1,2,10,,,,,,,,,
N/A,"Thu, Fri, Sat",Irish Pub,No,N/A,The Perfect Pint,Midtown East,Yes,Street,(212) 867-8159,Yes,Yes,N/A,Yes,299,3.5,$$,2.5,119.6,1046.5,,,,,,,,,
Casual,N/A,Pubs,N/A,N/A,Emerald Inn,Upper West Side,No,Street,(212) 874-8840,Yes,Yes,N/A,Yes,68,3.5,$$,2.5,27.2,238,,,,,,,,,
Casual,"Thu, Fri, Sat",American (Traditional),N/A,Yes,Foley’s NY,"Koreatown, Midtown West",No,Street,(212) 290-0080,Yes,Yes,N/A,Yes,227,4,$$,2,113.5,908,,,,,,,,,
Casual,"Thu, Fri, Sat",Cocktail Bars,No,Yes,Pinks,East Village,No,Street,(646) 918-6231,Yes,No,Yes,Yes,163,4,$$,2,81.5,652,,,,,,,,,
Casual,"Fri, Sat",Cocktail Bars,Yes,Yes,Vida Verde,Midtown West,Yes,"Garage, Street",(646) 657-0565,Yes,No,Yes,Yes,619,4.5,$$,1.5,412.6666667,2785.5,,,,,,,,,
Casual,N/A,Lounges,No,Yes,B Flat,TriBeCa,No,Street,(212) 219-2970,Yes,No,N/A,Yes,337,4,$$,2,168.5,1348,,,,,,,,,
N/A,"Thu, Fri, Sat",Bars,N/A,Yes,Bua,"East Village, Alphabet City",Yes,Street,(212) 979-6276,No,No,Yes,Yes,508,4,$$,2,254,2032,,,,,,,,,
Casual,"Fri, Sat",Cocktail Bars,No,Yes,The Binc,Brooklyn Heights,No,Street,(718) 624-1444,No,No,N/A,Yes,50,4.5,$$,1.5,33.33333333,225,,,,,,,,,
N/A,"Thu, Fri, Sat",Cocktail Bars,No,No,Bar 54,"Theater District, Midtown West",Yes,Valet,(646) 364-1234,Yes,Yes,Yes,Yes,146,3.5,$$$,2.5,58.4,511,,,,,,,,,
Casual,Sat,Sports Bars,No,Yes,Mustang Harry’s,"Chelsea, Midtown West",Yes,N/A,(212) 268-8930,Yes,Yes,Yes,Yes,72,4.5,$$,1.5,48,324,,,,,,,,,
Casual,"Thu, Fri, Sat",Sports Clubs,N/A,Yes,SPiN,Flatiron,No,Street,(212) 982-8802,Yes,Yes,N/A,Yes,422,4,$$,2,211,1688,,,,,,,,,
Casual,"Wed, Fri, Sat",Pubs,N/A,N/A,Murphy’s Tavern,Financial District,No,Street,(212) 425-1700,Yes,Yes,N/A,Yes,160,4,$$,2,80,640,,,,,,,,,
Casual,N/A,Vegan,No,No,Ladybird,"East Village, Alphabet City",No,Street,(917) 261-5524,Yes,No,N/A,Yes,165,4,$$,2,82.5,660,,,,,,,,,
Casual,N/A,American (New),N/A,N/A,The Brooklyneer,South Village,No,Street,(646) 692-4911,Yes,Yes,N/A,Yes,214,3.5,$$,2.5,85.6,749,,,,,,,,,
Casual,Fri,American (New),No,Yes,The Smith,Flatiron,No,Street,(212) 685-4500,Yes,No,Yes,Yes,675,4,$$,2,337.5,2700,,,,,,,,,
Dressy,N/A,Bars,N/A,N/A,The Heath,Chelsea,No,Street,(212) 564-1662,Yes,No,N/A,Yes,228,4,$$$,2,114,912,,,,,,,,,
N/A,N/A,Diners,No,Yes,Walker’s,TriBeCa,Yes,Street,(212) 941-0142,Yes,Yes,N/A,Yes,273,4,$$,2,136.5,1092,,,,,,,,,
Casual,N/A,Latin American,Yes,Yes,La Pulperia 57th,Midtown East,No,N/A,(917) 475-1001,Yes,Yes,N/A,Yes,113,4,$$,2,56.5,452,,,,,,,,,
N/A,Fri,Bars,Yes,Yes,The Living Room,"Theater District, Midtown West",No,"Valet, Garage, Street, Private Lot",(212) 930-7447,Yes,Yes,Yes,Yes,11,3,$$$,3,3.666666667,33,,,,,,,,,
N/A,Fri,Sports Bars,No,Yes,The Weir,"Yorkville, Upper East Side",No,Street,(646) 895-9581,No,Yes,N/A,Yes,54,3.5,$$,2.5,21.6,189,,,,,,,,,
Casual,"Wed, Thu, Sun",American (New),No,Yes,Slane,Kips Bay,Yes,Street,(212) 725-4110,Yes,Yes,Yes,Yes,433,4,$$,2,216.5,1732,,,,,,,,,
Casual,N/A,Lounges,No,N/A,Smith and Mills,TriBeCa,No,Street,(212) 226-2515,No,No,N/A,Yes,269,4,$$,2,134.5,1076,,,,,,,,,
Casual,N/A,American (New),No,No,Tavern on the Green,Central Park,Yes,"Street, Validated",(212) 877-8684,Yes,No,Yes,Yes,1122,3.5,$$$,2.5,448.8,3927,,,,,,,,,
N/A,"Wed, Thu, Fri",Bars,N/A,N/A,Nurse Bettie,Lower East Side,No,Street,(347) 956-7556,Yes,No,N/A,Yes,275,4,$$,2,137.5,1100,,,,,,,,,
N/A,Sun,Cocktail Bars,No,Yes,Bar Hugo,South Village,Yes,Valet,(212) 608-1211,No,No,Yes,Yes,78,3,$$,3,26,234,,,,,,,,,
N/A,"Thu, Fri, Sat",Karaoke,Yes,Yes,Karaoke City,"Koreatown, Midtown West",No,Street,(646) 791-8318,N/A,Yes,Yes,Yes,153,4.5,$$,1.5,102,688.5,,,,,,,,,
N/A,"Thu, Fri",Lounges,N/A,N/A,Ty Bar,Midtown East,No,Valet,(212) 758-5700,Yes,Yes,N/A,Yes,32,3.5,$$$$,2.5,12.8,112,,,,,,,,,
N/A,N/A,Lounges,N/A,No,The Mark Hotel Bar,Upper East Side,No,N/A,(212) 744-4300,No,No,N/A,Yes,44,3.5,$$$,2.5,17.6,154,,,,,,,,,
N/A,"Fri, Sat, Sun",Beer Bar,No,Yes,Top Hops,Lower East Side,No,Street,(212) 254-4677,No,No,N/A,Yes,293,4.5,$$,1.5,195.3333333,1318.5,,,,,,,,,
N/A,N/A,Pubs,N/A,N/A,Trinity Pub,"Yorkville, Upper East Side",No,Street,(212) 327-4450,No,Yes,N/A,Yes,106,4,$$,2,53,424,,,,,,,,,
N/A,N/A,Tapas Bars,N/A,N/A,Better Days,Lower East Side,N/A,N/A,(646) 869-1130,Yes,N/A,N/A,Yes,11,3.5,$$,2.5,4.4,38.5,,,,,,,,,
Casual,"Tue, Wed, Thu",Mediterranean,N/A,N/A,Entwine,West Village,Yes,Street,(212) 727-8765,Yes,No,N/A,Yes,186,4,$$,2,93,744,,,,,,,,,
N/A,Tue,Sandwiches,No,Yes,Workshop,"Upper East Side, Yorkville",No,N/A,(646) 861-0999,No,Yes,N/A,Yes,34,4,$$,2,17,136,,,,,,,,,
N/A,N/A,Jazz & Blues,N/A,No,The 55 Bar,West Village,No,Street,(212) 929-9883,No,No,N/A,No,151,4,$$,2,75.5,604,,,,,,,,,
Casual,"Thu, Fri, Sat",Cocktail Bars,No,N/A,Gallow Green,Chelsea,Yes,Street,(212) 564-1662,Yes,No,N/A,Yes,703,3.5,$$$,2.5,281.2,2460.5,,,,,,,,,
N/A,"Tue, Thu, Fri",Bars,No,Yes,DTUT,"Yorkville, Upper East Side",No,Street,(212) 410-6449,Yes,No,N/A,Yes,445,4,$,2,222.5,1780,,,,,,,,,
N/A,"Thu, Fri, Sat",Pubs,No,N/A,Stone Street Tavern,Financial District,Yes,Garage,(212) 785-5658,Yes,Yes,N/A,Yes,380,3.5,$$,2.5,152,1330,,,,,,,,,
Casual,"Thu, Fri, Sat",Cocktail Bars,No,Yes,Sel Rrose,Lower East Side,Yes,Street,(212) 226-2510,Yes,No,Yes,Yes,400,4,$$,2,200,1600,,,,,,,,,
Casual,"Mon, Sat, Sun",Japanese,No,No,Hi-Collar,East Village,No,Street,(212) 777-7018,No,No,N/A,Yes,432,4,$$,2,216,1728,,,,,,,,,
N/A,"Fri, Sat, Sun",Pubs,N/A,Yes,Vig Bar,Nolita,No,Street,(212) 625-0011,No,No,N/A,Yes,142,3.5,$$,2.5,56.8,497,,,,,,,,,
Casual,"Thu, Fri, Sat",Bars,No,Yes,Barcade,Chelsea,No,Street,(212) 390-8455,No,No,Yes,Yes,359,3.5,$$,2.5,143.6,1256.5,,,,,,,,,
N/A,N/A,Cocktail Bars,No,N/A,Katana Kitten,West Village,N/A,N/A,(212) 243-3000,No,N/A,N/A,Yes,14,4.5,$$,1.5,9.333333333,63,,,,,,,,,
N/A,"Thu, Fri, Sat",Bars,No,Yes,Drexler’s,"East Village, Alphabet City",No,Street,(646) 524-5226,Yes,No,Yes,Yes,78,4,$$,2,39,312,,,,,,,,,
Casual,N/A,Bars,N/A,Yes,Broome Street Bar,SoHo,No,Street,(212) 925-2086,No,Yes,N/A,Yes,226,3.5,$$,2.5,90.4,791,,,,,,,,,
N/A,"Thu, Fri, Sat",Cocktail Bars,N/A,N/A,Bonnie Vee,Lower East Side,Yes,Street,(917) 639-3352,No,No,N/A,Yes,125,4,$$,2,62.5,500,,,,,,,,,
N/A,"Wed, Fri, Sat",Cocktail Bars,N/A,N/A,The Third Man,"Alphabet City, East Village",Yes,Street,(212) 598-1040,Yes,No,N/A,Yes,92,4,$$,2,46,368,,,,,,,,,
N/A,"Wed, Fri, Sat",Irish Pub,Yes,Yes,The Late Late,Lower East Side,No,N/A,(212) 633-2000,Yes,No,N/A,Yes,106,3.5,$$,2.5,42.4,371,,,,,,,,,
N/A,"Wed, Fri, Sat",Cocktail Bars,No,N/A,Carnegie Club,Midtown West,No,Street,(212) 957-9676,Yes,Yes,N/A,Yes,190,4,$$$,2,95,760,,,,,,,,,
N/A,"Fri, Sat, Sun",Bars,No,Yes,Livingston Manor,"Boerum Hill, Downtown Brooklyn",Yes,Street,(347) 987-3292,No,No,Yes,Yes,100,4,$$,2,50,400,,,,,,,,,
N/A,N/A,Lounges,N/A,N/A,Bar Felice,"Yorkville, Upper East Side",Yes,N/A,(212) 249-4080,Yes,Yes,N/A,Yes,25,3.5,$$$,2.5,10,87.5,,,,,,,,,
Dressy,N/A,American (New),N/A,N/A,Brandy Library,TriBeCa,Yes,Street,(212) 226-5545,Yes,No,N/A,Yes,545,4,$$$,2,272.5,2180,,,,,,,,,
Casual,"Fri, Sat, Sun",Irish,No,N/A,O’Lunney’s,"Theater District, Midtown West",No,Street,(212) 840-6688,Yes,Yes,N/A,Yes,328,4,$$,2,164,1312,,,,,,,,,
Casual,"Tue, Wed, Fri",Cocktail Bars,No,Yes,The Happiest Hour,West Village,No,Street,(212) 243-2827,Yes,Yes,N/A,Yes,283,3,$$,3,94.33333333,849,,,,,,,,,
N/A,N/A,Lounges,N/A,N/A,Dutch Kills,Long Island City,No,Street,(718) 383-2724,No,No,N/A,Yes,695,4,$$,2,347.5,2780,,,,,,,,,
Casual,"Wed, Fri, Sat",Cajun/Creole,No,Yes,Infirmary,"Yorkville, Upper East Side",No,Street,(917) 388-2512,Yes,Yes,Yes,Yes,454,4,$$,2,227,1816,,,,,,,,,
N/A,N/A,Bars,N/A,Yes,Weather Up,TriBeCa,No,Street,(212) 766-3202,Yes,No,N/A,Yes,150,3.5,$$$,2.5,60,525,,,,,,,,,
Casual,"Thu, Fri, Sat",German,No,N/A,Bierhaus NYC,Midtown East,Yes,"Garage, Street",(212) 867-2337,Yes,Yes,N/A,Yes,597,3.5,$$,2.5,238.8,2089.5,,,,,,,,,
N/A,N/A,Dive Bars,N/A,N/A,The Green Door,"Hell's Kitchen, Midtown West",No,N/A,(212) 974-3169,No,Yes,N/A,No,11,2.5,$$$,3.5,3.142857143,27.5,,,,,,,,,
Dressy,N/A,Bars,N/A,N/A,The Crosby Bar,SoHo,Yes,Valet,(212) 226-6400,Yes,No,N/A,Yes,136,3.5,$$$,2.5,54.4,476,,,,,,,,,
N/A,Sat,Cocktail Bars,No,Yes,The Moonlight Mile,Greenpoint,Yes,Street,(718) 389-3904,No,No,Yes,Yes,61,5,$$,1,61,305,,,,,,,,,
N/A,N/A,Venues & Event Spaces,N/A,Yes,The Wooly,"Civic Center, Financial District, TriBeCa",No,N/A,(212) 571-2930,Yes,No,N/A,Yes,66,4,$$,2,33,264,,,,,,,,,
Casual,"Wed, Thu, Sun",American (New),No,Yes,White Oak Tavern,Greenwich Village,No,Street,(212) 260-2604,Yes,Yes,Yes,Yes,269,4,$$,2,134.5,1076,,,,,,,,,
Casual,N/A,American (New),No,Yes,Clay,Harlem,No,N/A,(212) 729-1850,Yes,No,N/A,Yes,102,4.5,$$$,1.5,68,459,,,,,,,,,
N/A,"Thu, Fri, Sat",Cocktail Bars,No,No,Garfunkel’s,Lower East Side,No,Street,(212) 529-6900,Yes,No,No,Yes,154,4.5,$$,1.5,102.6666667,693,,,,,,,,,
N/A,"Thu, Fri, Sat",Bars,N/A,N/A,Black Door,Chelsea,No,Street,(212) 645-0215,N/A,No,N/A,Yes,152,3.5,$$,2.5,60.8,532,,,,,,,,,
N/A,N/A,Bars,No,N/A,Dick and Jane’s,Fort Greene,No,Street,(347) 739-1027,No,No,N/A,Yes,100,4,$$,2,50,400,,,,,,,,,
Casual,"Thu, Fri, Sat",Cocktail Bars,No,No,Ghost Donkey,NoHo,No,Street,(212) 254-0350,No,No,Yes,Yes,85,3.5,$$,2.5,34,297.5,,,,,,,,,
N/A,N/A,Bars,N/A,N/A,Gibson and Luce,"Koreatown, Midtown West",N/A,N/A,(212) 615-9910,No,N/A,N/A,N/A,16,4.5,$$,1.5,10.66666667,72,,,,,,,,,
Casual,"Thu, Fri, Sat",Cocktail Bars,No,No,Yves,TriBeCa,Yes,Street,(212) 431-3385,Yes,No,Yes,Yes,42,4,$$,2,21,168,,,,,,,,,
Casual,"Thu, Fri, Sat",Bars,No,No,The Wren,"NoHo, East Village",No,Street,(212) 388-0148,Yes,No,Yes,Yes,469,4,$$,2,234.5,1876,,,,,,,,,
N/A,"Thu, Fri, Sat",Lounges,No,Yes,Lovers of Today,"East Village, Alphabet City",No,Street,(212) 420-9517,No,No,N/A,Yes,227,4,$$,2,113.5,908,,,,,,,,,
Dressy,N/A,American (New),No,Yes,The Harrow New York,"Hell's Kitchen, Midtown West",No,Street,(212) 757-6977,Yes,No,N/A,Yes,83,4.5,$$,1.5,55.33333333,373.5,,,,,,,,,
N/A,"Thu, Fri, Sat",Pubs,No,Yes,Reif’s Tavern,"Yorkville, Upper East Side",Yes,Street,(212) 426-0519,No,Yes,No,Yes,45,4,$,2,22.5,180,,,,,,,,,
N/A,"Thu, Fri, Sat",Irish Pub,No,Yes,Hudson Hound,West Village,Yes,Street,(212) 796-6213,Yes,Yes,No,Yes,81,4,$$,2,40.5,324,,,,,,,,,
N/A,"Wed, Thu, Fri",Venues & Event Spaces,Yes,Yes,310 Bowery Bar,"NoHo, East Village",No,N/A,(212) 477-1166,Yes,Yes,Yes,Yes,101,3.5,$$,2.5,40.4,353.5,,,,,,,,,
N/A,N/A,Lounges,N/A,N/A,48 Lounge,"Theater District, Midtown West",No,Street,(212) 554-4848,Yes,Yes,N/A,Yes,190,3.5,$$$,2.5,76,665,,,,,,,,,
Casual,"Wed, Thu, Fri",Gastropubs,No,Yes,The Malt House,Financial District,No,Street,(646) 682-7577,Yes,Yes,N/A,Yes,382,4,$$,2,191,1528,,,,,,,,,
N/A,N/A,Pubs,N/A,N/A,Lily’s Bar,Midtown East,N/A,N/A,(212) 838-0844,Yes,N/A,N/A,Yes,5,3,$$,3,1.666666667,15,,,,,,,,,
N/A,"Thu, Fri, Sat",Lounges,No,N/A,67 Orange Street,Harlem,No,Street,(212) 662-2030,Yes,No,N/A,Yes,335,4,$$,2,167.5,1340,,,,,,,,,
N/A,Sat,Cocktail Bars,Yes,Yes,ER Bar And Lounge,"Murray Hill, Kips Bay, Midtown East",No,N/A,(917) 388-2923,No,Yes,N/A,Yes,48,4,$$,2,24,192,,,,,,,,,
N/A,N/A,Wine Bars,N/A,Yes,Bar Veloce,West Village,Yes,N/A,(212) 933-4973,N/A,N/A,N/A,Yes,8,5,$$,1,8,40,,,,,,,,,
N/A,"Thu, Fri, Sat",Music Venues,Yes,N/A,Bar Nine,"Hell's Kitchen, Theater District, Midtown West",No,Street,(212) 399-9336,Yes,Yes,N/A,Yes,294,3.5,$$,2.5,117.6,1029,,,,,,,,,
N/A,"Thu, Fri, Sat",Lounges,N/A,Yes,Greenwich Treehouse,West Village,No,Street,(212) 675-0395,No,Yes,No,Yes,269,3.5,$,2.5,107.6,941.5,,,,,,,,,
Casual,"Thu, Fri, Sat",Pubs,N/A,N/A,Amsterdam Ale House,Upper West Side,Yes,Street,(212) 362-7260,Yes,Yes,N/A,Yes,333,3,$$,3,111,999,,,,,,,,,
N/A,N/A,Bars,No,Yes,Drop Off Service,"East Village, Alphabet City",No,Street,(212) 260-2914,No,No,N/A,Yes,288,4,$,2,144,1152,,,,,,,,,
Casual,N/A,Pubs,N/A,Yes,Landmark Tavern,"Hell's Kitchen, Midtown West",No,Street,(212) 247-2562,Yes,Yes,N/A,Yes,250,4,$$,2,125,1000,,,,,,,,,
N/A,N/A,Sports Bars,N/A,N/A,American Trash,"Upper East Side, Yorkville",No,Valet,(212) 988-9008,No,Yes,N/A,No,96,4,$,2,48,384,,,,,,,,,
Casual,N/A,Bars,No,Yes,Gin Parlour,Midtown East,No,N/A,(212) 755-5900,Yes,Yes,N/A,Yes,24,3.5,$$,2.5,9.6,84,,,,,,,,,
Casual,"Thu, Fri, Sat",Bars,No,N/A,Reichenbach Hall,Midtown West,No,Street,(212) 302-7744,Yes,Yes,N/A,Yes,620,4,$$,2,310,2480,,,,,,,,,
N/A,N/A,Japanese,N/A,N/A,Toriko NY,West Village,N/A,N/A,(646) 596-8198,N/A,N/A,N/A,N/A,8,4,$$$,2,4,32,,,,,,,,,
Casual,Sat,Mexican,No,Yes,Barnacho,Midtown East,Yes,"Garage, Street",(212) 832-9426,No,Yes,Yes,Yes,136,4,$$,2,68,544,,,,,,,,,
N/A,"Fri, Sat, Sun",Cocktail Bars,No,Yes,Kobrick Coffee,"Meatpacking District, West Village",Yes,N/A,(212) 255-5588,Yes,No,N/A,Yes,276,4.5,$$,1.5,184,1242,,,,,,,,,
N/A,N/A,Beer Bar,No,Yes,Harlem Hops,Harlem,Yes,Street,(646) 998-3444,No,Yes,Yes,Yes,55,4.5,$$,1.5,36.66666667,247.5,,,,,,,,,
Casual,"Thu, Fri, Sat",American (New),No,N/A,Trinity Place,Financial District,No,Street,(212) 964-0939,Yes,Yes,N/A,Yes,308,4,$$,2,154,1232,,,,,,,,,
N/A,N/A,Bars,No,N/A,The Black Hound,Battery Park,No,Garage,(212) 945-0562,No,Yes,N/A,Yes,65,3.5,$$,2.5,26,227.5,,,,,,,,,
Casual,N/A,American (New),No,No,Sugar Momma,Financial District,Yes,Garage,(212) 602-9991,Yes,Yes,Yes,Yes,33,4.5,$$,1.5,22,148.5,,,,,,,,,
N/A,"Thu, Fri, Sat",Cocktail Bars,N/A,N/A,Analogue,Greenwich Village,No,Street,(212) 432-0200,Yes,No,N/A,Yes,223,4,$$$,2,111.5,892,,,,,,,,,
Casual,"Thu, Fri, Sat",American (Traditional),No,N/A,Trading Post,South Street Seaport,Yes,Street,(646) 370-3337,Yes,Yes,N/A,Yes,344,4,$$,2,172,1376,,,,,,,,,
Casual,N/A,American (Traditional),No,N/A,Woodrow’s,TriBeCa,No,Garage,(212) 676-0300,Yes,Yes,N/A,Yes,299,4,$$,2,149.5,1196,,,,,,,,,
Casual,"Thu, Fri, Sat",Sports Bars,N/A,N/A,The Junction,"Murray Hill, Midtown East",No,Street,(212) 682-7700,No,Yes,N/A,Yes,144,4,$$,2,72,576,,,,,,,,,
N/A,"Thu, Fri, Sat",Cocktail Bars,Yes,Yes,Mr Jones,South Village,No,N/A,(212) 842-4566,Yes,Yes,Yes,Yes,12,3.5,$$,2.5,4.8,42,,,,,,,,,
N/A,N/A,American (New),N/A,N/A,Market Hall,South Street Seaport,N/A,N/A,(212) 732-8257,Yes,N/A,N/A,Yes,5,3,$$,3,1.666666667,15,,,,,,,,,
Casual,N/A,Cocktail Bars,No,Yes,SuperNova,"Theater District, Midtown West",Yes,Street,(646) 459-5820,Yes,Yes,Yes,Yes,91,3.5,$$,2.5,36.4,318.5,,,,,,,,,
Dressy,"Wed, Fri, Sat",Lounges,No,No,The Bar Room,Midtown West,No,"Garage, Street",(212) 333-1220,Yes,No,Yes,Yes,441,4,$$$,2,220.5,1764,,,,,,,,,
N/A,"Wed, Thu, Fri",Lounges,No,Yes,The West End,Manhattan Valley,Yes,N/A,(212) 531-4759,No,Yes,No,Yes,73,3.5,$$,2.5,29.2,255.5,,,,,,,,,
N/A,N/A,Cocktail Bars,N/A,N/A,RARE View Rooftop,"Murray Hill, Midtown East",Yes,"Garage, Street",(212) 481-1999,Yes,Yes,Yes,Yes,155,3.5,$$,2.5,62,542.5,,,,,,,,,
Casual,N/A,Gastropubs,No,Yes,Highlands NYC,West Village,No,Street,(212) 229-2670,Yes,No,Yes,Yes,374,4,$$,2,187,1496,,,,,,,,,
N/A,N/A,Karaoke,No,Yes,MUSES 35,Midtown West,No,Street,(646) 669-8050,Yes,Yes,Yes,Yes,13,4,$$,2,6.5,52,,,,,,,,,
N/A,Tue,Lounges,Yes,No,The Blond,SoHo,No,N/A,(212) 235-1111,Yes,No,Yes,Yes,60,2.5,$$$,3.5,17.14285714,150,,,,,,,,,
Casual,"Thu, Fri, Sat",Italian,No,N/A,Sofia Wine Bar,Midtown East,No,"Garage, Street",(212) 888-8660,No,No,N/A,Yes,585,4,$$,2,292.5,2340,,,,,,,,,
N/A,N/A,Lounges,Yes,Yes,The Empire Rooftop,Upper West Side,Yes,N/A,(212) 265-2600,Yes,Yes,N/A,Yes,28,3.5,$$$,2.5,11.2,98,,,,,,,,,
N/A,N/A,Dive Bars,N/A,Yes,B Side,"East Village, Alphabet City",No,Street,(212) 475-4600,No,Yes,N/A,Yes,91,4,$,2,45.5,364,,,,,,,,,
Casual,"Thu, Fri, Sat",Korean,No,N/A,Bangia,Midtown East,No,Street,(212) 679-6790,Yes,Yes,N/A,Yes,275,4,$$,2,137.5,1100,,,,,,,,,
N/A,N/A,"Beer, Wine & Spirits",No,Yes,The Gordon Bar,South Village,Yes,N/A,(212) 219-3200,Yes,No,N/A,Yes,13,2.5,$$$,3.5,3.714285714,32.5,,,,,,,,,
Casual,"Thu, Fri, Sat",Southern,No,Yes,Printers Alley,"Midtown West, Theater District",Yes,Street,(212) 419-2770,Yes,Yes,Yes,Yes,67,3.5,$$,2.5,26.8,234.5,,,,,,,,,
N/A,N/A,Wine Bars,N/A,Yes,Bar Veloce,"Hell's Kitchen, Midtown West",N/A,N/A,(917) 261-5435,N/A,N/A,N/A,N/A,3,2.5,$$,3.5,0.857142857,7.5,,,,,,,,,
Casual,N/A,Sports Bars,Yes,Yes,Stax Sports Bar,"Upper East Side, Yorkville",No,"Street, Private Lot",(646) 998-3560,Yes,Yes,Yes,Yes,56,4.5,$$,1.5,37.33333333,252,,,,,,,,,
N/A,"Mon, Tue, Thu",Dive Bars,N/A,Yes,1020 Bar,Manhattan Valley,No,Street,(212) 531-3468,No,Yes,Yes,Yes,122,3.5,$,2.5,48.8,427,,,,,,,,,
N/A,N/A,Venues & Event Spaces,N/A,N/A,The Red Room,East Village,N/A,N/A,(212) 777-6088,N/A,N/A,N/A,Yes,12,4,$$,2,6,48,,,,,,,,,
Casual,"Thu, Fri, Sat",Cocktail Bars,No,N/A,The Summit Bar,"Alphabet City, East Village",Yes,Street,(347) 465-7911,Yes,No,N/A,Yes,380,4,$$,2,190,1520,,,,,,,,,
N/A,N/A,Sushi Bars,N/A,Yes,Minami Lounge,Williamsburg - South Side,Yes,N/A,(917) 909-1896,Yes,Yes,Yes,Yes,12,4.5,$$,1.5,8,54,,,,,,,,,
N/A,N/A,Cigar Bars,N/A,N/A,Grand Havana Room,Midtown West,N/A,Garage,(212) 245-1600,Yes,Yes,N/A,Yes,52,4,$$$$,2,26,208,,,,,,,,,
